Country Name,Tuberculosis treatment success rate (% of new cases),"Computer, communications and other services (% of commercial service exports)",Merchandise trade (% of GDP),Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Inflation, consumer prices (annual %)","Electricity production from renewable sources, excluding hydroelectric (% of total)","Compulsory education, duration (years)",Adjusted savings: net forest depletion (% of GNI),Out-of-pocket expenditure (% of current health expenditure),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",Adjusted savings: natural resources depletion (% of GNI),"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Mortality rate attributed to unintentional poisoning (per 100,000 population)","Mortality rate, under-5 (per 1,000 live births)","Mortality caused by road traffic injury (per 100,000 population)",Prevalence of anemia among women of reproductive age (% of women ages 15-49),Fertilizer consumption (kilograms per hectare of arable land),"Immunization, measles (% of children ages 12-23 months)",Adjusted savings: consumption of fixed capital (% of GNI),"Suicide mortality rate (per 100,000 population)",Total greenhouse gas emissions excluding LULUCF (% change from 1990),Electricity production from nuclear sources (% of total),Adjusted savings: education expenditure (% of GNI),Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),Electricity production from coal sources (% of total),Electricity production from oil sources (% of total),Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),Electricity production from natural gas sources (% of total),"Services, value added (annual % growth)",GDP per capita growth (annual %),"Industry (including construction), value added (annual % growth)",Livestock production index (2014-2016 = 100),"Death rate, crude (per 1,000 people)",Proportion of seats held by women in national parliaments (%),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",Renewable electricity output (% of total electricity output),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),"Agriculture, forestry, and fishing, value added (annual % growth)",Crop production index (2014-2016 = 100),"Employers, total (% of total employment) (modeled ILO estimate)","Inflation, GDP deflator (annual %)",Political Stability and Absence of Violence/Terrorism: Estimate,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",Current health expenditure (% of GDP),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Adjusted savings: energy depletion (% of GNI)
Iceland,91.0,32.979173788563656,61.98748913721654,14.89,5.39673113167477,26.176211970221,10.0,,18.66119576,16.8128143430919,4.29464534965659,,9.9,0.43,2.7,2.6,11.0,148.6991869918699,93.0,22.3857019575037,12.94,12.699743874521175,0.0,8.06,41.44375,0.0,0.0117240166481036,40.0,0.0,-2.380089660340019,-2.692847714997484,-2.688321642864935,88.96,6.4,42.8571428571429,6.733,68.917,89.45108005082591,7.885,99.99062078668152,0.2438220325158225,-10.688161640721972,102.39,2.27485090036568,6.368854473394592,1.02225363254547,0.0,8.36173058,7.47,0.0
India,89.0,69.65302574878336,34.410280478735785,5.41,11.9893899204244,2.093332702496161,8.0,0.380636441427565,65.18476868,100.0,99.9837417981599,2.241486272913824,22.6,0.19,58.2,17.2,49.9,179.03587692425276,82.0,10.3220067272257,15.9,98.66168140616509,2.7015601906088227,3.08,54.65625,67.67322908749061,1.938281496688619,50.0,11.045273195351417,7.835665991229533,6.930797804152533,7.896980228060627,78.77,7.164,10.8256880733945,7.713,50.575,35.67887133012841,28.943,14.94194309505859,1.1352921727249878,8.791758287378926,87.88,1.11276300915217,10.52603085516614,-1.27798449993134,90.0830299815049,3.33625913,4.62,0.986014030556976
Indonesia,89.0,37.741324523032986,38.86164354974682,4.26,5.13420400767928,10.155795116491417,9.0,0.0,60.58386612,96.4230587767447,71.7879167335294,4.21032276374956,26.0,0.39,33.6,13.7,29.6,238.77113873251213,78.0,18.7497596794669,1.82,96.92587839600624,0.0,2.55,66.90625,40.319872757798,20.117227769432414,60.0,23.708874554505023,8.414451955839894,4.8932624690878725,4.91924932654355,79.39,7.528,18.0357142857143,6.391,62.845,61.90776928962678,26.649,20.43885010750788,0.6744931592614098,3.005673173044258,92.62,2.91170221939743,15.264293657644942,-0.853916168212891,1.4022313136594,2.7908783,0.1,3.25930590053563
"Iran, Islamic Rep.",83.0,,34.22919642507747,7.52,10.0893629287979,0.0930292454895496,8.0,0.0,59.39722061,100.0,99.9800386871922,5.6272839754083375,15.2,1.02,19.3,32.5,20.9,90.24886484730344,99.0,10.8685366359048,4.96,130.8462750630643,0.0,4.11,63.40625,0.151528809790564,19.76141724509463,60.0,75.92366038659164,5.3299019277980335,4.481946238571254,6.182454055270313,93.76,4.613,2.75862068965517,20.838,36.51,22.117688307134927,34.426,4.182160809412816,1.41874606545484,6.116945262704704,88.74,4.01552009160259,15.882625978133987,-1.63059186935425,48.0698031218117,6.29153061,1.12,5.25421446845582
Iraq,90.0,5.961529716702287,69.07397039854463,5.17,2.8777472527476,0.0027602846160137,6.0,0.0055445023654893,26.03185081,100.0,100.0,8.603166691274978,24.8,0.27,34.6,20.9,27.7,34.29,75.0,12.7069999546928,3.57,22.42863304952813,0.0,4.6,61.875,0.0,59.44630735258036,30.0,30.80682096998446,7.871868453295619,3.019246512690785,5.06542128692648,108.19,5.409,25.2307692307692,10.491,37.866,16.75357723916399,43.038,9.7496319620512,0.9251251000323186,13.51471425539765,124.06,0.85859521054295,16.586740750225815,-2.23926711082458,100.0,3.23955345,0.24,8.59761858276157
Ireland,74.0,68.7260558680837,79.63263511197162,2.46,-0.918388645376774,11.038161746552392,10.0,0.0,13.79563713,49.3392349914634,0.0,0.0915149820061444,11.5,0.32,4.2,4.8,11.3,1065.372345273904,90.0,16.9777705763386,12.08,16.40588155150551,0.0,6.65,45.49375,20.220082530949107,2.126759073113956,60.0,63.87331146615879,2.7700682102994136,1.1304243741417963,-0.9521896832637252,88.91,6.1,13.9393939393939,11.41,53.5,78.73419886274566,19.454,13.775085528868198,0.190772227890134,18.58293328832947,85.81,4.03012579952814,-2.8583031091789906,1.02016532421112,0.0,10.52404499,12.21,0.0143827302306965
Israel,84.0,63.53885707976467,48.86534994658942,3.7,2.69137006338371,0.2796163233261081,13.0,0.0,23.8116951,100.0,97.5554477431689,0.0706744923094515,10.4,0.016,4.6,4.9,11.6,206.4032697547684,96.0,15.6563186564068,6.71,98.62675273178633,0.0,5.35,39.55,58.5226399959038,3.660971821610828,60.0,37.47162533494905,3.474904432819841,3.623991033341525,13.007194984068263,86.27,5.2,19.1666666666667,7.951,57.893,82.87927080779382,16.158,0.3308187264255602,0.2833665151107982,-9.54697610243626,96.76,4.07447696611254,1.1908579544763145,-1.34115171432495,5.63328281652253,6.88817596,3.16,0.0347037681531794
Italy,,41.024635726815234,43.56073510457566,2.86,1.52551602118248,8.559376686320403,12.0,0.0,20.54892731,98.1121664773954,71.5049791292514,0.0756451395213109,10.4,0.31,4.0,7.3,11.9,122.74595285430276,91.0,17.5718553578558,7.0,-1.2415317684000948,0.0,4.12,58.68125,14.710176353939412,7.188566623518934,60.0,50.56494837169729,1.0279049941246683,1.0811087798198002,4.289508354965378,109.48,9.8,21.2698412698413,9.601,43.98,64.2355694227769,18.997,26.570851113840487,0.2220167670581016,0.2478841626027588,108.31,7.5302876738815,0.5978397029165592,0.473923683166504,0.0,8.91602039,7.22,0.0752939396048865
Jamaica,36.0,10.16322506440592,49.56677328460479,3.77,12.6105519975603,1.77427011630667,6.0,0.0,23.48727989,100.0,50.2733271880777,0.333985081239795,14.6,0.08,19.1,11.4,18.8,62.625,89.0,8.38909009083058,1.01,-2.9463887711058123,0.0,6.23000000000005,60.95,0.0,94.65938760977926,40.0,0.0,-1.7637605322755403,-1.8720674280560277,-3.2358228468704056,90.01,6.448,13.3333333333333,9.766,55.876,75.9455655983867,31.609,5.382150486589129,0.5575734421943885,0.0228639367126248,93.01,3.26575833798313,9.81023516820396,-0.4295414686203,0.0,5.2951932,3.04,0.195396374155255
Japan,56.0,54.23821420545113,25.417863480642914,4.3,-0.728243207517779,1.9339432491339787,9.0,0.0,14.57035923,92.5888312183221,35.7249265164177,0.0077328534030604,9.6,0.38,3.3,5.3,19.9,255.0904694068193,94.0,24.27565503755,24.31,0.5319924264624243,24.61669593260408,3.04089454633144,56.21875,27.094763560833297,7.753622940850921,60.0,28.37987414508161,1.2014963748843428,4.079223048563179,11.254336912927982,92.75,9.5,11.25,4.603,56.539,67.61690282692928,4.34,9.67868392104346,0.2892818596705775,-5.179173885534254,100.44,2.47410799802231,-1.8807419500621307,0.879353165626526,0.0,9.0630064,6.77,0.005729487488349
Jordan,90.0,9.903955107106228,83.2614542817828,3.62,4.84551875852116,0.0812017864393016,10.0,0.031026762614547,21.85514641,100.0,100.0,0.2346397340741672,17.9,0.66,18.9,22.4,27.6,130.63063063063063,98.0,7.36380221250345,0.98,115.5077085341837,0.0,3.56724972540492,64.725,0.0,28.33265665177968,60.0,71.17336581404791,3.382393680929382,0.1374494078889512,2.184467056678301,92.86,3.711,10.8333333333333,21.91,34.563,23.14980793854033,35.717,0.4939775341724185,0.6104675022332712,6.912858782874821,84.57,5.57016179890548,8.077456097130735,-0.312492519617081,22.407258565231,8.17025661,0.48,0.0217572582543582
Kazakhstan,76.0,13.04114859110804,61.5195078347215,8.52,7.40046356341392,2.4199598286668444e-05,9.0,0.0,27.29583359,97.2109484001743,44.7786564580017,10.19781767892539,31.5,3.17,20.4,25.9,29.3,2.046032952398218,99.0,15.8314290257671,28.05,-8.389678046267068,0.0,3.60934274489797,66.25625,80.65363114972291,0.7501875468867216,60.0,8.889722430607652,7.099999999103758,5.91730119035698,7.41545013083595,95.36,8.926,17.7570093457944,6.623,67.268,86.89833997863082,8.198,9.706483072381,1.7050536909596234,-11.599999985622816,64.66,1.99282295999719,19.5422853937296,0.52297180891037,0.001308927745447,2.73641348,4.2,8.04715316887993
Kenya,86.0,14.0910696894488,38.01732445593349,5.18,3.96138889115385,17.69805784546598,8.0,2.95060010039422,30.17857361,100.0,100.0,3.014121207463828,18.6,1.56,53.5,25.7,27.5,32.47726032821074,86.0,12.6690079415703,5.88,104.72200927244188,0.0,4.88,64.3625,0.0,36.1324577336873,30.0,0.0,7.297064588775242,4.96811299885232,8.926801672931902,106.04,7.424,9.82142857142857,2.978,71.645,93.00392670157068,18.588,62.7448651669694,0.2430629610896043,10.35023665327344,93.82,3.27016167191725,1.6391996480253257,-1.16552352905273,15.0929781723734,5.38849831,2.51,0.0095135378206382
Kiribati,90.0,17.22436153028002,46.537368053399575,7.78,-3.89955040651649,2.964959568733154,,0.0427259602960497,0.63371354,100.0,0.0,0.0427259602960497,42.6,1.84,58.2,5.8,24.6,,89.0,5.49650990449478,20.35,158.08383233532933,0.0,6.1,43.79375,0.0,97.03504043126684,30.0,0.0,2.607390275153648,-0.8571586101766968,13.631797358635438,93.62,6.926,4.34782608695652,,,,,2.964959568733154,0.4229997051170296,-7.237414303383232,87.51,,-0.8581807479639707,1.42273163795471,0.0,8.76666641,0.65,0.0
"Korea, Dem. People's Rep.",91.0,,,7.66,,0.0066663853845829,11.0,,,100.0,100.0,,26.7,1.37,28.7,23.3,28.4,73.73414166666667,99.0,,9.82,-41.07397538746754,0.0,,38.225,41.05312012151386,2.4049618159571327,0.0,0.0,,,,94.11,8.794,15.5749636098981,2.95,79.695,89.35353768149342,12.245,56.544365216657525,,,99.84,2.40869859918083,,-0.296562105417252,78.9696638694942,,4.43,
"Korea, Rep.",89.0,37.25154671135419,77.95904874841526,6.14,2.93928652655686,0.5272924753092136,9.0,0.0,38.60714722,100.0,100.0,0.0430351984507114,10.9,0.38,4.1,13.7,14.6,330.28210351692104,98.0,18.0537267896567,34.92,104.26037199426963,31.27836388283138,4.04247731969356,61.2875,46.355740976180655,3.985678080980727,60.0,16.37695863398698,5.104067259127177,6.274019888653882,10.227467030054555,85.5,5.1,14.7157190635452,2.836,58.328,70.35099871361729,10.9,1.8896008217632547,0.4741661871883363,-3.643368532701104,101.3,6.25792327394977,2.7374968372649136,0.325895816087723,2.91573088917831,6.02606916,9.38,0.0421614467107498
Kosovo,,26.17548108949711,,,3.48050763735842,0.0193498452012383,,,,,,,,,20.1,,,,,11.6163196176374,,,0.0,,,96.53637770897832,0.4256965944272445,20.0,0.0,1.8564459930313573,5.288314826753165,3.952776481567895,,5.587,,,,,,3.0379256965944275,,21.346354844049277,,,6.392401389530988,-1.04482114315033,,,,0.291592454340275
Kuwait,89.0,42.215969428357226,80.2772606304739,7.42,4.49640287769787,0.0,9.0,0.0003918156877778,14.33214474,100.0,100.0,9.492561165910798,13.1,0.52,10.7,20.1,26.1,228.396,98.0,7.25766577363784,1.34,149.23313429646603,0.0,3.19,38.0125,0.0,67.20682526891139,40.0,32.79317473108861,,-7.275882605622414,,55.44,1.944,7.69230769230769,2.82,67.449,56.374582737243685,19.46,0.0,0.9023285203815988,,75.44,0.537179324483262,11.103350581383935,0.451988816261292,99.8902288688839,2.67879915,0.0,9.49216935022302
Kyrgyz Republic,,45.77872481886431,103.85115146211383,5.11,7.96772225579684,1.2115702479338843,9.0,0.0,43.09150314,100.0,83.4910349833979,7.2684214434384,28.0,0.96,29.6,18.0,34.3,22.65945776524056,99.0,10.9093680029233,11.32,-57.72795512365268,0.0,5.81,67.70625,4.991735537190083,1.7107438016528926,60.0,1.4958677685950412,-1.1987682758848024,-1.8809337172750131,2.5258346837824206,87.91,6.6,23.3333333333333,3.049,68.807,75.56622520643306,14.872,93.01322314049588,1.2549273588812373,-2.571594527597057,89.03,1.86808300095313,10.03390354196685,-1.0396523475647,35.5874144704317,6.95027161,6.39,0.0871619316758997
Lao PDR,91.0,8.25276093424094,53.36682840983874,3.3,5.98254521550082,0.1020239081548112,5.0,4.23413013145971,35.9601326,100.0,100.0,10.28748700879474,29.2,0.42,68.0,14.3,31.3,11.498821428571429,64.0,15.9155226466272,4.96,84.01066786306251,0.0,1.49069025576689,62.01875,0.0,0.0,40.0,0.0,,6.941165933253359,19.37511253436115,103.94,7.853,25.2173913043478,0.658,60.347,87.97265739781321,24.167,,0.2987556698371119,2.7930568925977184,57.91,0.493825538245609,9.196571111386746,-0.282062977552414,35.3417699042509,2.91154933,10.42,0.140067706142029
Latvia,78.0,26.676334790354588,90.43253145143056,4.25,-1.08463595015162,1.7439263618530254,11.0,0.0,37.18564987,99.5500346799215,58.7581396873634,0.0482324265307126,26.1,2.3,7.8,11.8,19.1,77.64791133844842,95.0,24.9980295005903,22.72,-53.50331407049092,0.0,4.35623500043244,43.28125,0.0301795684321714,0.0301795684321714,60.0,45.0882752376641,-3.3303399010070365,-1.635143791255956,-6.623077663139227,88.93,14.3,20.0,16.289,47.359,82.56373219416999,17.814,54.85996680247472,0.4030936818009961,-7.207111522069397,62.37,4.17317570895785,-0.4838613177270758,0.527854025363922,0.0,6.097435,10.99,0.0482324265307126
Lebanon,81.0,32.77261494735845,61.07859946251569,2.8,3.98347941855833,0.0048988420918691,9.0,0.0,43.58500671,100.0,100.0,0.0,14.1,0.17,12.7,14.6,28.4,365.0266666666666,80.0,16.1605405019996,0.84,220.7583390236675,0.0,1.46,57.4,0.0,88.37638376383764,30.0,6.279424863214149,8.578166741291,6.925624080926212,6.164691591750454,77.54,4.203,3.125,10.679,41.731,33.90492889727626,20.108,5.342728082453238,0.4575494152298979,4.357418990466599,92.7,9.58700245257462,0.5786067232631353,-1.62501502037048,2.8332832798997196e-11,7.43864489,1.82,0.0
Lesotho,65.0,34.87863805557298,142.2080307707918,10.64,-2.40524254598706,0.0,7.0,3.06128874173257,22.73561096,100.0,100.0,3.06128874173257,34.5,3.21,90.1,27.7,23.8,,88.0,11.4918699685689,25.99,31.212564259774567,0.0,9.03813382093626,53.975,0.0,0.0756670649143767,40.0,0.0,4.519222208715945,4.459259514366522,7.403977180244411,91.44,18.204,24.1666666666667,18.161,56.182,79.24214393142826,35.345,99.92433293508564,0.2641518903680711,-5.642463951165581,128.68,6.03033292023909,5.337110137209706,0.456775397062302,0.192470618712937,7.64083624,3.39,0.0
Liberia,,-4.064304448547773e-12,46.64664664664664,13.25,7.28992796890218,0.0089007565643079,6.0,19.721922728985,53.41116333,100.0,33.7810509576137,20.05489680336284,23.6,0.91,104.4,33.1,42.2,12.416250000000002,65.0,19.4306390275542,5.8,85.9364040215104,0.0,3.66,51.78125,0.0,77.79261237205162,40.0,0.0,11.977712927881228,3.071179981864546,-1.4285837252207043,90.66,9.819,12.5,2.289,75.403,86.89787820869522,13.345,22.20738762794837,0.3161961368851267,3.624380031947254,91.79,2.01789216474295,6.512003689056684,-0.468525290489197,0.0,10.35444641,3.9,0.0
Libya,61.0,2.9261155815654547,99.58633370998078,4.18,2.79989500109268,0.0180600774003317,9.0,0.0451990780700522,29.97363663,100.0,100.0,17.82752854639915,20.0,0.78,16.6,22.0,28.8,38.555885780885774,98.0,9.26492639111558,5.22,21.78158226045084,0.0,2.1374382,36.04375,0.0,52.85336937158303,20.0,47.12820197800848,12.808856591597449,2.907367722447177,1.763784410904563,127.86,4.627,7.69230769230769,25.361,39.409,54.38088111197796,31.797,0.0180600774003317,0.7587365180491381,7.62603246938194,94.93,2.34557830406932,19.278545342938955,0.0280884467065334,100.0,3.28064442,0.007,17.7823294683291
Liechtenstein,,,,,,,9.0,0.0109577752426171,,,,,,,,,,,,19.9099303277105,,,,2.80073538891727,21.8,,,10.0,,,,,,6.6,24.0,,,,,,,,,,,1.54408740997314,,,,
Lithuania,74.0,19.707509447426816,120.50560922878628,3.97,1.31921362055463,6.4548617150808845,10.0,0.0,27.59107971,99.9370387677268,30.9071744745651,0.0632545993679849,23.7,6.52,6.0,12.1,19.4,103.97668515558898,96.0,14.4729688463784,37.47,-51.34536252424606,0.0,4.92572707436434,43.79375,0.0,11.254131153244042,60.0,55.41833362323882,-0.1506426605791517,2.555336047617402,3.148753390475221,97.1,13.6,19.1489361702128,14.518,46.541,84.56054703286401,13.174,28.98051835101757,0.4164494149517946,-6.27571543803704,56.13,0.989907702642879,2.121721507529543,0.715260624885559,0.0,6.81462288,14.05,0.0632545993679849
Luxembourg,0.0,17.7405275590351,79.76662606710937,3.04,2.2736791162154,3.514702679154869,12.0,0.0245297850888566,10.23186111,99.8742679546595,0.800681279241089,0.0504142093254458,11.5,0.67,2.8,6.5,11.1,258.19209039548025,96.0,16.0732070442922,11.69,-5.536458091389108,0.0,4.3217972224711,42.6,0.0,0.0,40.0,63.51557394903071,3.696401895084108,1.883548243245173,3.0145913069383283,87.04,7.4,20.0,5.188,54.53,74.60632627189834,5.215,35.46852537573513,0.2076043803146112,14.94477555687574,104.98,3.12372441701743,4.648417503602246,1.46121859550476,0.0,6.66263008,12.13,0.0
Madagascar,81.0,35.988451312299816,37.39465034678253,8.5,9.24732173644116,1.913477537437604,5.0,5.79152249761798,36.15040588,100.0,100.0,5.799602963066491,27.8,1.54,70.7,26.7,32.1,2.977286666666666,66.0,11.7701155168325,5.94,18.30460719108076,0.0,2.605,65.23125,0.0,39.85024958402662,60.0,0.0,0.0786083871676908,-2.265802527279419,2.4731840948765864,96.9,7.826,12.5,5.345,82.79,94.18235287515012,23.264,61.0648918469218,0.1982931014125208,-2.3077634593773126,106.3,2.17031196082604,10.218541029330282,-0.978338837623596,0.0,4.69762659,1.06,0.0
Malawi,83.0,14.160814426602244,32.3251933866242,3.79,7.41159092883827,2.3385370766712827,8.0,5.97272438264437,10.92772293,100.0,100.0,6.059657719103818,24.2,1.27,83.0,30.6,26.7,37.398,93.0,13.8125819101808,6.6,94.8095294858914,0.0,4.11,59.90625,0.0,1.0596332200260188,40.0,0.0,6.35113463494659,3.769617523380092,8.307567655210946,49.48,10.708,20.8333333333333,5.661,71.151,88.76045129444948,17.896,98.94036677997396,0.5958590343343493,6.8038000321299,72.95,1.14654320950657,12.127222061170045,0.0438957661390305,0.0,5.14304781,3.57,0.0869333364594482
Malaysia,76.0,31.888798190728775,142.43485360455009,5.23,1.62285235577035,0.9977801997018896,6.0,3.0323459726144,34.11669922,96.9973111624753,78.8430714736825,8.192641640643311,19.2,0.63,8.1,25.1,32.9,2166.750064380194,95.0,17.4472015171452,4.38,177.85175879396985,0.0,4.9897116725365,65.1,34.32997291362813,2.94103505200904,60.0,56.73312711361852,5.290313565525935,5.434240703797229,4.855683925215828,79.26,4.334,9.90990990990991,3.58,59.772,58.50785679152968,14.741,6.184259452182136,0.9265887190094254,14.396133686284545,90.97,3.47630952353945,7.266845933894388,0.143352136015892,0.0,3.16474271,0.6,5.12313692818805
Maldives,81.0,2.790185506496087,49.803412625870834,2.25,6.14988536750173,0.4709467414640903,7.0,0.0101915792293845,40.07978439,99.9999984616526,0.0,0.0101915792293845,20.7,0.15,13.8,3.0,44.3,94.35897435897436,97.0,12.4557197345706,2.71,764.7752394988947,0.0,4.07836409712519,56.50625,0.0,99.52905325853592,30.0,0.0,6.492513754246005,3.080746901675525,7.27153186727034,97.5,3.288,6.49350649350649,12.863,47.259,56.27667222417671,30.509,0.4709467414640903,0.3407705972758444,-3.865793271797841,116.82,3.86278284469972,3.343747330328739,-0.166243851184845,0.0,8.48758984,1.56,0.0
Mali,77.0,38.26501646417623,41.1017217759218,5.63,1.10892690670186,4.383625704948698,9.0,2.71686802151175,56.26623917,100.0,100.0,6.57303835324544,24.9,1.37,133.9,24.2,55.4,18.50789171058936,78.0,5.96190008653316,4.14,112.49463357237124,0.0,3.78,66.99375,0.0,36.377301347822936,60.0,0.0,11.852474430618813,3.5041652109000694,0.2653353044612032,105.68,12.12,10.2040816326531,1.332,69.371,75.05915170232372,13.47,63.62269865217706,0.1546922142090357,9.780957521101044,72.0,0.51274272986042,3.1216830888781857,-0.182899221777916,47.0990962733547,4.67865133,3.4,0.0
Malta,65.0,51.19377659263141,95.06384520986016,2.54,1.51563513618532,0.032166508987701,11.0,,33.02582932,100.0,69.0110268683452,,11.8,0.062,6.9,3.9,11.5,79.39647577092511,73.0,13.5647734064469,7.61,18.91588034531217,0.0,6.54,40.69375,0.0,99.9526963103122,40.0,0.0,5.142772838833281,5.677001030908357,8.116099296934493,112.38,7.3,8.69565217391304,7.132,46.96,51.151640078867175,9.534,0.032166508987701,0.3017221158293732,6.330472103004283,104.26,4.44890708272187,2.7656291769680337,1.25345623493195,0.0,7.95211124,6.91,0.0
Marshall Islands,84.0,16.17517230736854,112.97330850403476,12.2,,0.5519779208831647,9.0,,1.07291412,100.0,0.0,,,,39.4,,21.9,,97.0,8.38405448768896,,42.85714285714286,0.0,9.44085161505352,46.325,0.0,99.44802207911684,30.0,0.0,2.5857240092359604,5.488489704124618,7.811513516615975,,6.465,3.03030303030303,,,,,0.5519779208831647,0.0027917364600781,14.040209106898558,113.33,,0.9555050384196164,1.15306556224823,0.0,17.84438324,,
Mauritania,70.0,,71.2219989784973,2.81,6.28354087427704,0.0,9.0,0.280844970304918,62.63608932,100.0,100.0,10.220512132906588,18.1,0.52,56.1,26.4,53.3,9.250733333333333,67.0,6.47566353910294,2.63,71.40923447134908,0.0,3.19,44.31875,0.0,100.0,30.0,0.0,5.976366211643239,-0.6032773919634451,-6.530492581404857,87.81,7.054,22.1052631578947,12.816,39.529,44.5612727626207,40.089,0.0,0.4272477834052191,6.353503535246404,80.77,2.55051931396067,22.34316877733437,-1.07616984844208,99.4370975810638,2.63618922,0.0,1.50130897810164
Mauritius,91.0,34.23526107488132,66.4456098741058,2.54,2.93236301369862,17.739680178505022,11.0,0.0064291916923132,52.31685638,100.0,60.6105135711257,0.0513546115077605,24.3,0.18,14.8,13.3,19.7,163.2,99.0,15.0553856377094,7.91,170.33098209441127,0.0,3.38,64.84375,41.50241725548531,37.00260319821495,40.0,0.0,5.230815365176028,4.12919884822152,2.7411705425108863,99.38,7.3,18.8405797101449,13.057,54.671,58.0214117898334,21.524,21.495723317218296,0.3668271886403375,-0.3751242978942457,109.31,4.10956676058069,1.126418920244987,0.6402587890625,0.0,4.51898289,7.67,0.0449254198154473
Mexico,82.0,16.253296601375084,55.047644041678666,3.47,4.15672722680174,3.1261572855914093,11.0,0.0,43.50876617,99.9356518506868,98.9439812737215,3.92101452842859,16.4,0.49,19.1,14.5,10.6,72.30423407316967,95.0,15.9997180923061,4.49,52.16340574361536,2.1336517418713274,5.01,71.78125,11.716030877885729,16.181855794321635,60.0,53.34818917241605,5.85809960015213,3.4708428692181315,4.700603001417619,92.4,5.733,26.2,5.183,57.189,54.18575015456047,22.177,16.60202441051474,0.4470503294292276,2.4203873653644905,85.72,4.5163054708905,4.372964390738659,-0.726463437080383,10.0656073968634,5.4897337,5.23,3.63469450422589
"Micronesia, Fed. Sts.",88.0,16.112474963083116,66.67921672799694,4.65,3.31370963136217,1.090543836992395,,0.0263364242527979,2.01292324,100.0,0.0,0.0263364242527979,40.1,0.69,34.2,2.9,17.9,,80.0,6.2431203023527,21.84,904.8780487804878,0.0,23.62883,32.61875,0.0,98.9094561630076,20.0,0.0,2.3614535377704584,2.655913720147879,18.03830194701564,91.36,7.161,0.0,,,,,1.090543836992395,0.0,-3.1176810693728925,59.97,,3.6029845733359167,1.20931696891785,0.0,21.48778725,2.5,0.0
Moldova,67.0,42.97957986777565,77.36220271347082,6.45,7.4838508635085,0.0,9.0,0.0,40.43186188,100.0,95.3280520780739,0.0275451867856521,31.8,7.2,16.9,13.2,25.1,11.059569773855488,97.0,10.9757576234104,21.81,-69.35218968339736,0.0,7.72,48.13125,0.0,0.4742436631234669,60.0,92.86999182338512,5.338834477526149,7.206974611367073,5.822291271090066,103.67,12.18,18.8118811881188,2.187,61.51,97.69532832611335,19.453,6.655764513491415,1.3087917294550768,7.389999993994479,84.95,0.400333330801524,33.30493209779843,-0.381340742111206,0.0,10.13112831,11.43,0.0275451867856521
Monaco,,,,,,,11.0,,5.37164545,,,,,,4.0,,12.0,,93.0,,,,,1.3,13.08125,,,20.0,,,-0.3938495313037862,,,11.875,26.0869565217391,,,,,,,,,,1.0694619604608278,0.96417373418808,,4.95791674,,
Mongolia,91.0,11.037179861360386,85.91717735636976,8.13,10.0462065881651,0.2395084627869232,12.0,0.0,28.05504799,98.1381408576542,90.7781965234991,15.755592916488707,35.9,2.8,26.3,18.6,20.5,8.964778453462444,97.0,7.64901683093703,19.92,48.64454261812898,0.0,4.36,69.5875,94.829584975655,4.150243450034779,40.0,0.0,,4.5200403965167055,4.293834620128223,60.99,6.7,3.94736842105263,5.891,54.957,82.3483886945485,17.629,1.0510085787155112,2.083989914330688,-16.597410194597572,83.61,1.24004287998744,39.17818797037407,0.597042262554169,68.3474073464344,3.73945642,7.76,9.31545851059871
Montenegro,87.0,15.044451919450708,63.21530807112755,4.54,0.654946570148479,0.0,9.0,0.384685814022503,,100.0,100.0,0.6035242670481015,22.1,0.41,6.6,15.7,20.7,14.354651162790695,90.0,11.5186354540361,13.89,,0.0,,54.025,31.62605668821482,0.0,60.0,0.0,2.521938841671229,2.546253159726831,5.431242649463044,74.87,9.1,11.1111111111111,20.712,38.767,74.73353105059766,16.714,68.37394331178518,,-1.404474760133951,122.73,3.08893963583453,1.6042026984327291,0.584210991859436,0.888440038152571,,10.4,0.21046668223043
Morocco,88.0,36.83750587779148,52.69600592936759,3.21,0.993557401226392,2.872355698180129,9.0,0.0,55.61273193,100.0,99.9999999999999,1.039440554500659,22.9,0.99,31.1,23.4,29.4,57.171024542972845,98.0,9.52140282768416,4.0,89.77120450290263,0.0,5.2,66.6,45.88101169615336,23.49364523075624,50.0,12.51108389984377,2.9290557660968943,2.079764887205755,10.2404206257023,84.36,5.984,10.4615384615385,9.491,45.1,34.635826237865395,36.331,18.20402820588608,0.5719023172401071,1.1064377019779954,96.81,3.42045248788463,0.647501047462967,-0.383013308048248,3.19405070238882,5.41861057,0.5,0.007036777328099
