Country Name,Tuberculosis treatment success rate (% of new cases),"Computer, communications and other services (% of commercial service exports)",Merchandise trade (% of GDP),Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Inflation, consumer prices (annual %)","Electricity production from renewable sources, excluding hydroelectric (% of total)","Compulsory education, duration (years)",Adjusted savings: net forest depletion (% of GNI),Out-of-pocket expenditure (% of current health expenditure),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",Adjusted savings: natural resources depletion (% of GNI),"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Mortality rate attributed to unintentional poisoning (per 100,000 population)","Mortality rate, under-5 (per 1,000 live births)","Mortality caused by road traffic injury (per 100,000 population)",Prevalence of anemia among women of reproductive age (% of women ages 15-49),Fertilizer consumption (kilograms per hectare of arable land),"Immunization, measles (% of children ages 12-23 months)",Adjusted savings: consumption of fixed capital (% of GNI),"Suicide mortality rate (per 100,000 population)",Total greenhouse gas emissions excluding LULUCF (% change from 1990),Electricity production from nuclear sources (% of total),Adjusted savings: education expenditure (% of GNI),Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),Electricity production from coal sources (% of total),Electricity production from oil sources (% of total),Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),Electricity production from natural gas sources (% of total),"Services, value added (annual % growth)",GDP per capita growth (annual %),"Industry (including construction), value added (annual % growth)",Livestock production index (2014-2016 = 100),"Death rate, crude (per 1,000 people)",Proportion of seats held by women in national parliaments (%),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",Renewable electricity output (% of total electricity output),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),"Agriculture, forestry, and fishing, value added (annual % growth)",Crop production index (2014-2016 = 100),"Employers, total (% of total employment) (modeled ILO estimate)","Inflation, GDP deflator (annual %)",Political Stability and Absence of Violence/Terrorism: Estimate,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",Current health expenditure (% of GDP),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Adjusted savings: energy depletion (% of GNI)
Chad,54.0,,42.67878618631406,3.92,-2.07786574641866,8.83,10.0,3.6920106122663,67.58454132,100.0,100.0,15.423744855837764,25.5,1.43,147.7,24.7,52.0,4.033333333333333,46.0,8.67514475454103,5.56,172.6070356445455,0.0,1.48,40.63125,0.0,100.0,20.0,20.0,4.571362388719265,9.923591815927637,9.577251972494707,75.78,15.178,5.16129032258065,0.546,63.589,71.87905198572363,35.627,8.83,0.0441775533971888,24.733472671125327,106.28,0.729754345698719,5.523090027345788,-1.52482771873474,100.0,3.04079008,3.86,11.7229173899514
Chile,71.0,14.654725233689874,60.03928771333672,3.7,1.41071107954321,4.826753152199093,12.0,0.0,34.46762848,99.2864982318215,92.5745810154467,6.454926455383275,12.9,0.28,8.7,12.5,9.0,285.97005790488936,93.0,13.5979664811121,11.72,76.49444706060282,0.0,4.23,70.24375,27.908131184432605,14.015289406625408,60.0,17.688718271171858,7.103510424273821,4.793637480146359,2.1830432607665955,96.35,5.76,14.1666666666667,9.857,55.209,63.10080242077108,19.536,40.7618228149717,0.3613026777584281,3.594804074358592,90.59,4.51489744164769,8.85744148942345,0.679604530334473,2.53444381285989,6.81958389,7.79,0.016923102112135
China,95.0,53.16239610317754,48.02535072775575,8.96,3.17532475269199,1.6310761448510014,9.0,0.0,40.8000145,99.9999974253327,99.9852966777226,3.89428267632036,19.4,1.96,15.8,20.3,16.0,425.2393477857329,99.0,19.1406455408245,10.58,190.5516393380456,1.7557063426673951,1.79,51.65,76.98929156963902,0.3530424123804389,50.0,1.8551124015653069,9.597929782416005,10.06342432075354,12.683595697802346,92.48,7.11,21.325744894543,3.929,67.746,81.53773258717617,15.855,18.792986822934356,1.1844450884535698,4.251069684340664,86.35,4.15668697006577,6.928457312959964,-0.65706068277359,94.5970786528437,4.23068333,5.9,2.47644230809394
Colombia,74.0,30.13575881259274,27.99281338501268,2.39,2.27200227892008,1.9020270827491792,10.0,0.0,17.0035553,99.8760372413248,84.3079999299519,5.344495619366382,11.5,0.11,18.3,16.2,19.0,546.9416488796624,88.0,11.7403631662462,3.89,28.23844141688565,0.0,3.89283198923468,71.3625,6.754193537745963,2.802289333487275,60.0,19.74302726418051,4.921617369507956,3.31434936742798,3.2602142050624394,85.57,5.012,12.6506024096386,14.398,59.598,67.76294488306642,23.437,68.5384551947088,0.2817107198284851,0.3038521420320421,82.52,5.15153078959289,3.804860291463825,-1.53718483448029,0.0,7.07130194,5.07,4.74812118007598
Comoros,90.0,28.44085123724669,27.97420150881077,2.78,3.35475770328922,0.0,6.0,1.59493788752637,80.46083832,100.0,100.0,1.59493788752637,21.3,1.56,55.1,27.1,26.6,0.2547692307692307,72.0,6.58223244836773,6.35,59.466019417475714,0.0,2.39638988802859,46.44375,0.0,92.71137026239067,20.0,0.0,0.9302549646157844,2.7382808640991243,20.449452224671475,101.76,8.706,3.03030303030303,4.696,41.388,60.235298456545394,28.255,7.288629737609329,0.2106327867283076,5.160283931043438,97.99,1.92611503608306,0.6824621516972229,-0.562939286231995,0.0,4.99181557,0.2,0.0
"Congo, Dem. Rep.",89.0,50.30949105914718,45.44248708225785,14.13,7.10000000000037,-4.113607674829589,6.0,18.517450431943,37.0503006,100.0,100.0,22.90312242481471,26.0,1.36,113.5,36.0,45.9,0.8237875795479482,66.0,6.4586563515575,8.08,22.02076303974674,0.0,1.52,46.76875,0.0,0.0757384498863923,40.0,1.009845998485231,-4.5503855188477615,3.747731439553832,28.66857556873842,95.85,11.654,8.4,3.26,65.192,91.7309020193622,20.558,94.8008078767988,0.1128399884768937,3.6144240552732327,81.26,1.83489659510147,20.786325148869334,-2.19674205780029,92.4845959460551,3.72224283,3.06,1.2881638635729
"Congo, Rep.",77.0,64.08054486230388,85.84316914671342,3.13,0.391525011227612,4.036989795918367,10.0,2.68331582899676,42.15446472,100.0,100.0,35.06919766062316,26.2,0.85,62.5,27.0,52.2,0.5411764705882353,75.0,26.7074383085313,8.03,102.4520098743598,0.0,2.52,43.10625,0.0,1.530612244897959,40.0,43.75,4.664700550803431,5.470469704356077,13.188295798032328,89.8,8.23,7.2992700729927,20.601,54.592,98.07599455718614,29.337,58.756377551020414,0.5083819561678432,3.874585673716567,83.76,1.13878012847281,29.417683796629632,-0.316415846347809,90.341885439457,1.85172856,4.65,32.3747224829651
Costa Rica,88.0,46.50158789018487,61.1227970200022,2.54,5.66275708420021,16.730564541375355,11.0,0.0,25.38431358,99.9999999997965,93.0063619609267,0.013125611762689,10.9,0.15,10.5,14.0,10.3,519.3177333333333,83.0,5.97931757780867,6.52,40.80693737667463,0.0,6.41787721101785,70.5375,0.0,6.688928310549932,50.0,0.0,6.116591044178037,4.06134325895124,3.22294506608813,97.5,4.256,38.5964912280702,9.092,54.968,58.87463798096814,19.088,92.51059167275385,0.1546230943846981,6.33269859105306,84.9,3.50946083093779,6.628844861793667,0.691537201404572,0.0,8.02937698,4.0,0.0
Cote d'Ivoire,75.0,47.52874885448941,55.12603109347003,4.55,1.22645612135479,0.0,10.0,0.0,56.47934341,100.0,98.4824793226902,1.688044890645479,24.6,0.9,102.2,25.8,50.7,32.08586206896552,64.0,4.05082486514043,7.93,90.19542959473664,0.0,4.39678070961784,62.13125,0.0,1.4249790444258172,30.0,70.29337803855825,7.2164394669523375,4.519307454766803,-4.003464737701108,87.8,10.851,8.86699507389163,6.731,62.541,82.34035302937369,22.652,27.124895222129087,0.2111448111870356,-4.050426966483784,73.51,0.876986150985757,1.5162179241976048,-1.5838942527771,0.0033723149842735,4.57494831,2.82,1.58801772506266
Croatia,76.0,20.351236105129917,54.03875947252806,3.72,1.03055505333574,1.1583680042947255,8.0,0.15915253246146,13.95677757,100.0,85.3420099256428,0.759551195955811,18.3,0.43,5.5,10.5,20.3,297.30981866430784,96.0,17.8509505553517,18.03,-17.824523219416243,0.0,4.08,52.13125,16.004563145886458,3.757884847671453,60.0,17.131928600187894,1.3624291538957325,-1.11003223418777,-8.825917656458444,90.12,11.8,23.5294117647059,12.306,46.43,77.09533699584618,15.666,63.10978392162126,0.4073925172147903,-9.079919789689924,95.74,5.5260997074383,0.9201131494297528,0.608463644981384,0.766856064755217,7.96871901,9.48,0.600397396113374
Cuba,90.0,,27.55067777639597,1.85,,2.679025119273438,9.0,0.125118457233774,9.1819706,99.999999999981,99.6595835775439,1.750065475968552,17.2,0.14,6.2,8.3,19.8,37.23382092198582,99.0,12.1443954785015,14.36,-23.469381160122797,0.0,13.01,43.05625,0.0,83.7155831465195,40.0,13.042478588262345,3.950288504216587,2.3659723658808787,-1.3110263183641564,91.09,8.151,43.1596091205212,2.708,53.453,61.63660684099895,13.314,3.2365925159510263,0.3717368742918471,-5.913410770855336,84.39,2.21534935431179,1.2020485294816865,0.349292427301407,10.4691787348714,10.6880827,5.5,1.24842134429734
Cyprus,26.0,10.416800478668534,38.6473765830725,3.25,2.43004084102254,1.3739195791055994,10.0,0.0,43.10596848,100.0,99.4148599017614,0.0237027728580779,10.4,0.001,3.3,8.2,12.2,202.772397094431,87.0,12.2907667398996,5.21,74.62066674050283,0.0,6.22,53.63125,0.0,98.6283352123262,60.0,0.0,3.851019350028025,-0.3567694202190097,-5.063855750222629,105.43,5.883,12.5,6.512,60.108,82.11567948208301,11.683,1.3739195791055994,0.3656790731323641,7.661725632089286,110.17,4.72746528678606,1.881382039433177,0.452444821596146,0.0,6.50055742,9.12,0.0042554418147126
Czechia,73.0,39.96753517411214,122.95100562813542,5.37,1.47272727272722,3.624751172834476,9.0,0.0319083247646316,13.85482121,99.9684096538509,95.1460232965776,0.2988434136556116,17.8,1.05,3.4,7.8,20.7,119.2838892748231,98.0,22.6259817423191,15.1,-27.3249874361494,32.59257534661187,3.93,47.125,57.90135385260119,0.2316566359731325,60.0,1.5855092371628463,2.503901983771101,2.415829488839364,6.381065767577425,99.55,10.2,22.0,8.46,54.095,72.45180279617365,9.044,7.559421673282656,0.6930859209076595,-19.574803300894388,80.83,3.64533316987566,-0.485125297413731,0.989233732223511,3.75396016571226,7.55343866,13.33,0.26693508889098
Denmark,74.0,26.211700593458858,55.68309395225545,2.87,2.31092436974789,31.929339714888584,10.0,0.0056531229820642,13.7077713,96.0990141660438,2.4180665777129898e-11,1.0159347764567843,13.5,0.22,4.1,5.0,12.9,113.7121024370095,85.0,17.42329861874,11.69,-8.45108975073825,0.0,7.94,47.7375,43.75997118007308,1.9916628068550253,60.0,20.34378055684216,1.876103076398067,1.1326693825002252,-1.5001946378416733,101.0,9.8,37.9888268156425,6.763,58.677,86.22857811311924,6.857,31.983377077865267,0.1709174980459463,32.41223471012199,89.12,2.98528707766556,3.18685979296221,1.04096102714539,0.0,10.60774708,10.39,1.01028165347472
Djibouti,80.0,10.681336963097394,40.66943483333167,3.55,3.95007875923885,0.0,10.0,0.825460149335157,26.46213531,100.0,100.0,0.825460149335157,20.3,1.54,75.9,28.2,26.8,15.35,85.0,20.1330031908576,6.31,8.789242531041586,0.0,7.80288270781746,48.675,0.0,100.0,20.0,0.0,,,,128.76,8.85,13.8461538461538,36.803,24.609,34.68445048792193,23.678,0.0,,,87.23,21.2383305875892,,0.253481268882751,100.0,3.35699701,0.69,0.0
Dominica,100.0,7.101430291047322,50.20589618272753,3.02,2.99936630549,0.9390609390609392,12.0,0.0501129160323388,38.80086899,100.0,100.0,0.0501129160323388,,,25.0,,19.3,52.16666666666666,99.0,14.1071446261542,,76.60377358490564,0.0,5.0,50.65625,0.0,75.95404595404595,0.0,0.0,1.771466617186391,-0.0983573113798996,1.560386037701818,101.98,11.51,12.5,,,,,24.045954045954048,0.1309246649085428,-8.10599324204162,81.75,,0.9290490618958528,0.903117775917053,0.0,5.15711927,6.55,0.0
Dominican Republic,80.0,8.625759654969613,41.34305671352848,2.57,6.32993220146146,0.7522960745628954,15.0,0.0359678866431284,36.44626999,100.0,74.2779906312133,0.1045152936918305,16.3,0.2,35.1,27.8,19.7,107.00625,85.0,4.44951957147707,4.18,98.55696598190563,0.0,1.910150584631,57.88125,12.606299748282195,54.29621062657324,60.0,22.94713926117423,8.2869030960737,7.0223118298609535,8.64404341225935,94.97,5.663,20.7650273224044,7.049,53.75,57.83520464102813,25.599,10.392407646778691,0.3759632872076121,6.60415064841358,71.08,4.06760226488251,5.349311343617799,-0.0449540354311466,0.0,4.92355442,6.84,0.0
Ecuador,76.0,17.036104818623585,55.87712016591782,3.47,3.55437734567843,1.2271143003587903,15.0,0.442619710008458,46.95374298,99.9997174919515,95.213002688386,9.85463781154314,13.1,0.54,19.2,24.5,18.6,252.07097100472012,95.0,13.5368396524193,7.99,78.00828892212415,0.0,3.88,72.46875,0.0,45.530497180932855,60.0,8.980010251153255,6.174691217160472,2.299025938148503,2.3128704880006694,92.16,4.814,32.258064516129,4.968,60.121,61.81090197492082,15.66,45.49159405433112,0.4935944486418809,0.4668343293406423,102.99,3.93017415171809,9.01371738601253,-0.586674451828003,0.0,6.34925699,4.12,9.3046686895969
"Egypt, Arab Rep.",89.0,12.266491658904243,36.24060251947621,3.51,11.2651882653185,0.8293494893975828,9.0,0.226362733620897,62.62810135,100.0,100.0,6.658679022532676,29.9,0.32,28.6,13.7,29.6,473.3727810650888,96.0,6.50506254425613,0.93,97.82733540111876,0.0,4.4111256,69.08125,0.0,12.35564161019331,50.0,78.43165422691358,5.626522306563288,3.149778511682939,4.8272295112633685,96.42,6.076,12.6953125,21.941,45.045,30.790270327686013,33.084,8.977752100184254,0.7340912573373325,3.47448069044853,88.42,14.744165783918,10.106864629572115,-0.898418307304382,99.9970567210338,4.15319157,0.2,6.34734860805618
El Salvador,92.0,50.427654095628526,70.00789248869249,3.91,1.17933576873673,31.85360962566845,9.0,1.05965719467042,37.80865479,100.0,100.0,1.05965719467042,11.9,0.89,18.4,22.3,10.0,184.17149832163565,92.0,8.58780110980174,8.18,59.99750097184429,0.0,3.16,71.21875,0.0,34.95989304812834,60.0,0.0,1.353790577622476,1.8180161360778868,2.842176639725295,99.19,7.216,19.047619047619,4.159,56.959,60.24587478210724,27.214,66.67981283422459,0.325890079436739,5.014747074322884,105.48,4.11115110699239,2.5979205150403573,0.0588422268629074,18.699827857653,8.90416241,2.71,0.0
Equatorial Guinea,68.0,,124.19669772447554,2.36,7.78916547991184,-2.536231884057971,6.0,0.628088810810647,62.08293533,100.0,100.0,48.39960571841165,20.2,0.78,111.1,20.8,44.2,14.062962962962963,44.0,25.5301386767304,6.68,7999.945945945946,0.0,1.0,48.45,0.0,3.260869565217391,0.0,91.66666666666666,14.688067883269923,-13.015171837035185,-14.239320687725254,115.04,10.797,10.0,9.31,54.438,80.31975229160919,23.876,2.536231884057971,0.4376212188440562,18.498171475010167,92.07,9.56143559321185,24.90653418024027,0.236128225922585,99.9999999998562,1.62134743,9.16,47.7525320265407
Eritrea,86.0,,42.33994713324713,6.74,,0.6222910216718267,8.0,0.0,48.65536499,100.0,100.0,0.0289584181109975,30.0,2.33,55.0,34.0,31.8,0.417391304347826,95.0,9.51002511943484,13.54,18.344385026737985,0.0,1.72,41.35,0.0,98.76160990712074,20.0,0.0,,0.2059188776796077,,100.27,7.615,22.0,6.588,74.955,85.15067729268803,23.874,0.6222910216718267,0.2492463050357576,,86.66,2.29290028340812,-16.228199699087426,-0.875592827796936,100.0,4.81866503,1.45,0.0
Estonia,66.0,34.44288336044947,122.29853169296868,7.1,2.97204512015694,7.844492440604752,9.0,0.0,22.81398773,6.47601161388065,0.0,0.581538339036547,19.9,0.89,4.6,6.8,20.5,68.38914728682171,95.0,18.1015884719953,18.29,-43.56501556343223,0.0,5.43,56.0,89.29342795433509,0.316260413452638,60.0,2.3372415921012037,1.3925767976291894,2.683661650946334,10.667864029986871,90.48,11.9,22.7722772277228,14.089,50.399,82.23304015410577,14.026,8.052761493366244,1.1045935857655844,9.289747673768488,65.21,3.3425106453303,1.816537691065264,0.661366999149323,0.0,6.59433842,14.23,0.581538339036547
Eswatini,72.0,55.31671122265261,84.70824491054526,4.66,4.50923691774369,9.722748815165875,7.0,1.74622647604491,10.45542145,100.0,100.0,1.8362313933757684,39.2,3.5,81.8,30.1,24.4,53.4683615819209,94.0,18.680572658574,27.77,-13.47229125248509,0.0,8.46333333333327,60.9875,3.436018957345972,0.1184834123222748,30.0,0.0,2.6517768945242324,3.187136063614276,9.192876600576838,99.67,14.988,13.6363636363636,29.35,38.118,79.36173853524983,37.942,49.17772511848341,0.2534213718025678,-12.324819781046514,93.29,2.21847741418005,3.1971753503888607,-0.0760726928710938,0.0,8.5912571,7.15,0.0900049173308584
Ethiopia,77.0,10.87946510697708,36.520600558420334,12.52,8.14926402965082,0.5437262357414449,8.0,15.5814238338902,42.29021072,100.0,100.0,15.793720976757752,18.8,1.49,83.2,23.3,18.4,21.847099210435974,64.0,9.45657182348929,5.57,90.31380916240654,0.0,2.96,62.13125,0.0,0.6203722233340003,50.0,0.0,16.73739950868662,9.40434487750386,10.817155819968876,107.54,8.98,27.7879341864717,3.02,79.659,83.7085734870317,10.42,99.56313788272963,0.1730934812522807,5.130302621278673,72.55,0.574805378171555,1.4445723174068237,-1.63510119915009,47.8996615677907,5.46637249,1.67,0.0050220541146677
Fiji,64.0,4.396800156583964,84.35857845398064,2.19,3.68901229670766,7.682911550989727,,1.14030198154584,22.37072182,100.0,0.0,1.9754783845940176,41.3,0.25,22.2,9.8,28.6,42.68987341772152,96.0,7.45771053957543,9.69,41.70854271356783,0.0,4.63857142857149,59.49375,0.0,48.67723210557087,50.0,0.0,2.900662134110732,2.595062332369949,6.533354773087879,80.62,7.799,,4.716,59.332,54.84612310151879,18.782,51.322767894429134,0.4360047026571532,-2.648348545757571,93.81,1.15568458873348,4.2297849990792855,-0.190827518701553,0.0,3.41664124,2.85,0.0
Finland,47.0,65.63436521193952,55.4549229168943,6.22,1.18413523154646,13.973585045987557,9.0,0.0,18.80395508,0.735149620011244,0.0,0.1022676604876512,12.0,1.12,3.0,5.2,9.0,100.53707645910946,98.0,18.6014052032069,18.63,12.704817025047422,28.26189354686764,6.07,60.5,26.54386791283437,0.5999454595036815,60.0,13.956169273867664,1.241892672204699,2.697376650626836,8.426639423604925,96.48,9.5,40.0,7.64,54.702,87.61604566553758,8.651,29.99113716934824,0.2818490999052618,-1.553429915579656,90.26,3.7139172636289,0.3488729464248052,1.42360687255859,0.0,9.14202785,10.74,0.0264536212387585
France,,49.64915894220682,42.88504733138041,4.0,1.53112270420926,2.7197195790523936,10.0,0.0,10.23503113,99.4790077683923,41.5555617062394,0.0095582080359104,11.8,0.43,4.2,6.5,7.6,150.53795756446473,89.0,17.3449504210245,18.23,-4.161880986946298,75.27328043675685,5.1,48.05,4.622448782424331,0.969809603943178,60.0,4.173290449281294,2.3432473972547143,1.4987246617740766,0.1331671293357743,99.43,8.5,18.8908145580589,9.648,51.0,82.61446153348535,12.876,14.581047872162896,0.1632838973423298,-2.9329036838799567,98.02,4.48054081117982,1.0894464238029968,0.681087553501129,0.0,11.22560215,12.25,0.0086624870281149
Gabon,60.0,52.05396396913262,81.18924666918431,9.09,1.46154402720469,0.055440414507772,10.0,2.28541713549819,25.50564766,100.0,100.0,29.62920919726109,22.9,0.89,53.5,24.3,60.8,3.16,62.0,19.1070865228812,9.12,2.7968976742361877,0.0,3.06,39.4875,0.0,10.67357512953368,30.0,41.917098445595855,6.495800468815219,3.4583507367765662,13.218673577161042,92.36,7.994,14.6551724137931,28.941,39.071,69.13497080871939,31.194,47.05025906735752,0.5344121358274685,-5.203385834819599,86.39,2.5620564849383,16.564320214108875,0.299279242753983,97.9444137089329,2.47556901,8.91,27.3437920617629
"Gambia, The",88.0,14.482167802035775,22.87313940150388,2.92,5.04968075857402,1.2323030907278163,9.0,3.09020686113351,18.03235817,100.0,100.0,3.09020686113351,22.8,1.14,73.1,26.5,54.5,7.3,92.0,16.5453061846676,4.51,107.07134576878494,0.0,2.46,54.775,0.0,98.7676969092722,20.0,0.0,2.589156677872012,2.873509505005288,2.89917604149062,95.43,8.48,7.54716981132075,12.39,42.955,90.40233445925688,33.942,1.2323030907278163,0.3277813103868631,11.807561913029986,171.86,1.38944526691631,5.644330860973355,0.0654169842600822,0.0,4.11944056,3.17,0.0
Georgia,79.0,9.26550180441555,55.79827273466071,3.55,7.11017897486099,0.0780323982615567,9.0,0.110579055672134,72.72727203,100.0,100.0,0.8952241507891138,28.2,0.51,14.1,17.2,30.7,46.88767088607594,94.0,13.65015114493,3.21,-71.343821126367,0.0,1.90714285714284,55.0875,0.0,0.316080600553141,50.0,7.1612011062821015,15.221509472051096,7.024283668976736,-6.009021355046656,99.01,12.865,6.52173913043478,17.592,52.262,72.50644856057758,34.098,92.60075069142631,0.5377598351655499,16.36323440092646,80.73,1.38299950794524,15.90582835915437,-0.718320906162262,11.8831308543839,8.93945503,14.84,0.0305528240111228
Germany,76.0,44.79282901924243,66.71381291521706,3.57,1.1038103778926,13.303481172605508,13.0,0.0,13.80700302,99.599440069301,45.9226250417122,0.0761801376502495,13.0,0.13,4.2,4.8,8.8,211.59682593280436,97.0,17.6625099390712,13.23,-23.73601343503198,22.200530705079604,4.68,46.825,43.19196992671216,1.3806229466767752,60.0,14.270912307303512,1.0836503814361862,4.306441058265449,14.634881655406131,96.52,10.5,32.7974276527331,6.594,55.134,78.90759963346302,8.451,17.623831185241347,0.2588636005629525,-1.4156320189358809,91.64,4.95644862788231,0.6824985501647518,0.796834468841553,0.0,11.09592915,12.41,0.0760802701343548
Ghana,84.0,25.50591317420978,58.644021335594985,3.3,10.7333898354915,0.1455689977377791,11.0,5.87184066749086,34.31673813,100.0,100.0,8.970625148776431,25.4,0.96,66.5,23.7,42.9,20.4372267841194,93.0,8.33076499701691,5.2,129.70200716569713,0.0,4.68,53.73125,0.0,20.448509884921805,50.0,10.740631454706405,9.823398827062448,5.306175081637619,6.947396652617925,83.62,8.604,8.26086956521739,5.866,67.281,90.71388360185507,20.248,68.95642765810956,0.3196683969687314,5.276573458941698,83.88,4.91140458206897,16.595644732234675,0.026093240827322,1.99807475576025,4.73425055,5.45,0.199727156758191
Greece,,10.82002919391246,31.686372850320723,3.1,4.71298907760388,5.333890776064803,10.0,0.0071406279321398,28.25885201,100.0,86.8944249131378,0.1036970213944889,12.9,0.2,3.9,13.1,12.0,126.18788858589794,99.0,17.0585412928218,3.4,12.613281995317791,0.0,3.11971672068878,47.3125,53.6486368783207,10.607089974740877,60.0,17.123943907325145,-4.897791118648115,-5.815205241660564,-10.079377401967534,110.16,9.8,17.3333333333333,16.431,46.167,68.48325464972594,15.767,18.39547077780681,0.3717745494793157,-4.218175811434705,99.52,7.85120027297178,1.1809206522849252,-0.12720687687397,0.0668037619975914,9.59662342,8.72,0.081409579133524
Grenada,75.0,7.0481493469942365,44.48682352263012,2.78,3.43650905943351,0.2437392467979353,12.0,,56.57120514,100.0,100.0,,22.5,0.42,15.7,5.6,18.8,99.37666666666668,95.0,25.0570605785652,1.54,82.54310344827587,0.0,3.75,53.3375,0.0,99.75626075320208,20.0,0.0,-1.676045374743623,-0.8071537460597682,-1.121875325482236,99.86,7.399,13.3333333333333,,,,,0.2437392467979353,0.1386772916067791,-6.530135691555998,73.0,,0.4797921953974224,0.518380045890808,0.0,5.4188118,7.55,0.0
Guatemala,82.0,39.30529330408001,54.82516195886124,4.14,3.85950909833175,20.21353873833352,16.0,0.0,58.94914246,100.0,100.0,0.829301363569433,14.7,1.08,34.8,13.4,9.5,150.8052259698707,93.0,12.1959787806754,5.73,115.35743450023274,0.0,2.88,69.1625,13.156415157989429,22.99561452828067,50.0,0.0,3.717792953306713,0.8655254483730772,0.2795771687901407,67.12,5.421,12.0253164556962,3.84,58.345,51.95788211488739,27.862,63.49477116833464,0.2290026902428865,-0.249889146361852,78.86,2.98268690605899,5.137572988466218,-0.852924466133118,9.71108234926238,6.1247797,2.04,0.346801174358661
Guinea,80.0,74.49819019414281,41.96416118920809,7.71,15.0502688559001,0.1491388434523236,6.0,4.9483250527964,69.29233551,100.0,95.0869876358265,9.1365532070746,26.4,1.14,122.0,31.0,47.0,0.74248189050986,58.0,7.72019508825319,5.15,137.19549720498486,0.0,3.67,42.20625,0.0,22.600147535199973,20.0,0.0,4.231095051158846,2.2671303926640576,1.2476485863126072,78.83,11.883,,4.49,56.095,81.35036942052879,32.08,77.39985246480002,0.3589171733180706,19.14761447108171,83.16,2.71230046281354,16.102603374833365,-1.6870790719986,0.0,3.42781734,0.31,0.0
Guinea-Bissau,67.0,57.35813515422659,62.54570337559945,9.31,2.51785140171701,0.0,9.0,14.9949448606002,44.4398613,100.0,100.0,14.9949448606002,28.1,1.12,114.2,31.5,47.1,16.555,76.0,6.13816184945204,7.21,58.18335547771471,0.0,1.38,41.5125,0.0,100.0,20.0,0.0,7.307344230853843,2.910528339646888,12.789285588121714,94.99,10.813,10.0,2.79,61.548,78.14142879056212,13.309,0.0,0.3216090381302031,2.4411106101600524,95.51,0.594197131059259,5.215015522293285,-0.690954327583313,0.0,5.26704073,3.88,0.0
Guyana,64.0,51.05752901071043,66.32851809576805,4.72,3.73337757704246,9.769092279350192,6.0,7.89044495123229,34.74687195,100.0,99.7327254682949,12.35291540090289,29.9,0.22,37.3,18.0,37.9,39.319047619047616,95.0,2.54939538175181,28.77,29.41285965005582,0.0,3.38,60.14375,0.0,90.2309077206498,20.0,0.0,5.813311058346883,4.532892759942314,3.1899568910324803,76.98,7.842,30.0,14.292,49.49,52.6058830709142,41.899,9.769092279350192,0.4836531676529239,1.6841749811374456,62.39,5.87968524986673,3.9722524192748807,-0.458965748548508,0.0,4.21897697,5.77,0.0
Haiti,79.0,4.725548446249974,31.40991460746312,5.53,4.82734190074673,0.0665701881331403,6.0,0.664492832553412,33.30967331,100.0,99.9975743742478,0.664492832553412,33.3,0.51,136.7,18.7,42.4,12.928889830508474,64.0,4.16379823500125,7.88,62.380724865196925,0.0,1.461652,40.325,0.0,74.38494934876991,40.0,0.0,-4.724249659938181,-6.745903854949901,-12.1553173498163,97.2,17.931,11.1111111111111,17.995,55.612,85.61296429731982,21.839,25.68162083936324,0.2011123264171722,1.6241503300348938,88.29,0.734488747899375,7.393823467041386,-0.940315425395966,0.0,4.54871035,3.14,0.0
Honduras,85.0,65.86241472013265,95.78047823820694,4.86,4.69889064976226,2.5375141562853907,9.0,1.9253569352923,46.26252747,100.0,99.7975904125968,2.304324027575609,17.7,0.57,24.6,16.4,13.9,85.65641453831043,98.0,6.16876930728441,3.03,101.03901797457256,0.0,5.77324643999999,66.3625,0.6582672706681767,52.44903737259343,50.0,0.0,4.951871222450592,1.549121631332497,2.9729942756928835,90.99,4.762,17.96875,5.462,59.365,52.54554637168796,26.206,46.33706115515289,0.4522249786261005,1.773539593140967,91.11,13.2667300446984,4.676043294990095,-0.496909588575363,2.66037501007785,8.72536373,3.13,0.0016456146159322
Hungary,74.0,48.54090089543613,139.2439411032348,4.48,4.85555795691956,7.578122073265366,13.0,0.0,27.41594887,100.0,99.5296320730183,0.3207340551023331,24.5,0.91,6.0,9.2,19.8,84.33424408014572,99.0,18.8200109303583,25.56,-30.036992362767023,42.17441331513741,4.55,46.56875,16.991785073987852,1.3111771159455192,60.0,31.03475957293088,2.220955342256687,1.2966366075498996,3.518647888592767,89.46,13.0,9.06735751295337,10.675,46.194,80.31612658838114,12.555,8.081185946322014,0.4636588134539173,-22.171878477306933,74.53,4.00983103918682,2.531208331753689,0.685783743858337,0.0,7.44858313,10.84,0.320676764544416
